SUM,000012093
TotalTime,0000:02:01
SampTime(ms),10
DateTime, 2023-07-20 16:46:01
Time(hh:mm:ss:ms),Voltage(V),Current(A),Power(W),Temperature
"00:01:33:150", 5.014, 0.433, 2.169, 37.
"00:01:33:160", 5.020, 0.353, 1.773, 37.
"00:01:33:170", 5.014, 0.510, 2.555, 37.
"00:01:33:180", 5.009, 0.585, 2.928, 37.
"00:01:33:190", 5.014, 0.493, 2.471, 37.
"00:01:33:200", 5.012, 0.562, 2.816, 37.
"00:01:33:210", 5.014, 0.474, 2.376, 37.
"00:01:33:220", 5.014, 0.474, 2.376, 37.
"00:01:33:230", 5.019, 0.343, 1.720, 37.
"00:01:33:240", 5.011, 0.511, 2.559, 37.
"00:01:33:250", 5.012, 0.530, 2.657, 37.
"00:01:33:260", 5.014, 0.509, 2.553, 37.
"00:01:33:270", 5.012, 0.549, 2.754, 37.
"00:01:33:280", 5.011, 0.546, 2.736, 37.
"00:01:33:290", 5.019, 0.438, 2.196, 37.
"00:01:33:300", 5.020, 0.327, 1.643, 37.
"00:01:33:310", 5.012, 0.522, 2.614, 37.
"00:01:33:320", 5.012, 0.531, 2.659, 37.
"00:01:33:330", 5.014, 0.495, 2.481, 37.
"00:01:33:340", 5.010, 0.546, 2.735, 37.
"00:01:33:350", 5.011, 0.550, 2.758, 37.
"00:01:33:360", 5.021, 0.332, 1.669, 37.
"00:01:33:370", 5.016, 0.433, 2.170, 37.
"00:01:33:380", 5.012, 0.516, 2.587, 37.
"00:01:33:390", 5.011, 0.529, 2.649, 37.
"00:01:33:400", 5.014, 0.504, 2.528, 37.
"00:01:33:410", 5.009, 0.547, 2.742, 37.
"00:01:33:420", 5.011, 0.541, 2.711, 37.
"00:01:33:430", 5.011, 0.541, 2.711, 37.
"00:01:33:440", 5.017, 0.438, 2.196, 37.
"00:01:33:450", 5.014, 0.428, 2.147, 37.
"00:01:33:460", 5.010, 0.615, 3.081, 37.
"00:01:33:470", 5.011, 0.552, 2.768, 37.
"00:01:33:480", 5.012, 0.513, 2.572, 37.
"00:01:33:490", 5.010, 0.551, 2.762, 37.
"00:01:33:500", 5.015, 0.476, 2.389, 37.
"00:01:33:510", 5.020, 0.335, 1.683, 37.
"00:01:33:520", 5.015, 0.451, 2.262, 37.
"00:01:33:530", 5.011, 0.597, 2.989, 37.
"00:01:33:540", 5.015, 0.533, 2.673, 37.
"00:01:33:550", 5.011, 0.555, 2.780, 37.
"00:01:33:560", 5.015, 0.470, 2.357, 37.
"00:01:33:570", 5.015, 0.481, 2.411, 37.
"00:01:33:580", 5.022, 0.339, 1.704, 37.
"00:01:33:590", 5.014, 0.535, 2.685, 37.
"00:01:33:600", 5.010, 0.605, 3.031, 37.
"00:01:33:610", 5.012, 0.533, 2.674, 37.
"00:01:33:620", 5.010, 0.560, 2.807, 37.
"00:01:33:630", 5.014, 0.493, 2.471, 37.
"00:01:33:640", 5.014, 0.473, 2.373, 37.
"00:01:33:650", 5.021, 0.338, 1.696, 37.
"00:01:33:660", 5.010, 0.496, 2.486, 37.
"00:01:33:670", 5.012, 0.525, 2.629, 37.
"00:01:33:680", 5.014, 0.494, 2.476, 37.
"00:01:33:690", 5.012, 0.560, 2.808, 37.
"00:01:33:700", 5.010, 0.553, 2.772, 37.
"00:01:33:710", 5.016, 0.467, 2.342, 37.
"00:01:33:720", 5.025, 0.329, 1.653, 37.
"00:01:33:730", 5.010, 0.544, 2.727, 37.
"00:01:33:740", 5.010, 0.544, 2.727, 37.
"00:01:33:750", 5.014, 0.528, 2.647, 37.
"00:01:33:760", 5.015, 0.492, 2.466, 37.
"00:01:33:770", 5.012, 0.544, 2.729, 37.
"00:01:33:780", 5.011, 0.542, 2.716, 37.
"00:01:33:790", 5.015, 0.487, 2.441, 37.
"00:01:33:800", 5.017, 0.365, 1.830, 37.
"00:01:33:810", 5.015, 0.466, 2.337, 37.
"00:01:33:820", 5.015, 0.515, 2.583, 37.
"00:01:33:830", 5.014, 0.492, 2.468, 37.
"00:01:33:840", 5.012, 0.534, 2.677, 37.
"00:01:33:850", 5.012, 0.520, 2.607, 37.
"00:01:33:860", 5.020, 0.345, 1.731, 37.
"00:01:33:870", 5.020, 0.362, 1.818, 37.
"00:01:33:880", 5.015, 0.630, 3.161, 37.
"00:01:33:890", 5.012, 0.544, 2.726, 37.
"00:01:33:900", 5.012, 0.502, 2.517, 37.
"00:01:33:910", 5.014, 0.551, 2.762, 37.
"00:01:33:920", 5.014, 0.479, 2.403, 37.
"00:01:33:930", 5.020, 0.360, 1.806, 37.
"00:01:33:940", 5.019, 0.333, 1.673, 37.
"00:01:33:950", 5.016, 0.480, 2.410, 37.
"00:01:33:960", 5.019, 0.388, 1.947, 37.
"00:01:33:970", 5.016, 0.437, 2.190, 37.
"00:01:33:980", 5.020, 0.411, 2.065, 37.
"00:01:33:990", 5.020, 0.362, 1.815, 37.
"00:01:34:000", 5.017, 0.416, 2.086, 37.
"00:01:34:010", 5.017, 0.416, 2.086, 37.
"00:01:34:020", 5.017, 0.399, 2.001, 37.
"00:01:34:030", 5.020, 0.376, 1.888, 37.
"00:01:34:040", 5.021, 0.357, 1.793, 37.
"00:01:34:050", 5.021, 0.357, 1.793, 37.
"00:01:34:060", 5.019, 0.358, 1.795, 37.
"00:01:34:070", 5.019, 0.338, 1.695, 37.
"00:01:34:080", 5.020, 0.365, 1.830, 37.
"00:01:34:090", 5.017, 0.347, 1.740, 37.
"00:01:34:100", 5.022, 0.344, 1.729, 37.
"00:01:34:110", 5.020, 0.340, 1.706, 37.
"00:01:34:120", 5.022, 0.346, 1.737, 37.
"00:01:34:130", 5.020, 0.357, 1.791, 37.
"00:01:34:140", 5.017, 0.352, 1.767, 37.
"00:01:34:150", 5.020, 0.358, 1.796, 37.
"00:01:34:160", 5.020, 0.340, 1.706, 37.
"00:01:34:170", 5.020, 0.358, 1.798, 37.
"00:01:34:180", 5.020, 0.368, 1.845, 37.
"00:01:34:190", 5.020, 0.344, 1.726, 37.
"00:01:34:200", 5.020, 0.362, 1.818, 37.
"00:01:34:210", 5.021, 0.356, 1.786, 37.
"00:01:34:220", 5.021, 0.347, 1.744, 37.
"00:01:34:230", 5.021, 0.350, 1.759, 37.
"00:01:34:240", 5.020, 0.350, 1.758, 37.
"00:01:34:250", 5.017, 0.422, 2.116, 37.
"00:01:34:260", 5.017, 0.422, 2.116, 37.
"00:01:34:270", 5.019, 0.420, 2.109, 37.
"00:01:34:280", 5.014, 0.450, 2.254, 37.
"00:01:34:290", 5.016, 0.422, 2.118, 37.
"00:01:34:300", 5.017, 0.427, 2.141, 37.
"00:01:34:310", 5.016, 0.425, 2.133, 37.
"00:01:34:320", 5.017, 0.418, 2.099, 37.
"00:01:34:330", 5.017, 0.418, 2.099, 37.
"00:01:34:340", 5.016, 0.418, 2.096, 37.
"00:01:34:350", 5.017, 0.410, 2.056, 37.
"00:01:34:360", 5.017, 0.410, 2.056, 37.
"00:01:34:370", 5.016, 0.412, 2.068, 37.
"00:01:34:380", 5.019, 0.410, 2.057, 38.
"00:01:34:390", 5.015, 0.419, 2.103, 38.
"00:01:34:400", 5.015, 0.454, 2.274, 38.
"00:01:34:410", 5.017, 0.446, 2.236, 38.
"00:01:34:420", 5.017, 0.435, 2.181, 38.
"00:01:34:430", 5.016, 0.425, 2.133, 38.
"00:01:34:440", 5.016, 0.434, 2.178, 38.
"00:01:34:450", 5.016, 0.454, 2.277, 38.
"00:01:34:460", 5.016, 0.433, 2.173, 38.
"00:01:34:470", 5.016, 0.419, 2.103, 38.
"00:01:34:480", 5.017, 0.423, 2.124, 38.
"00:01:34:490", 5.016, 0.418, 2.096, 38.
"00:01:34:500", 5.017, 0.418, 2.099, 38.
"00:01:34:510", 5.016, 0.423, 2.123, 38.
"00:01:34:520", 5.017, 0.419, 2.101, 38.
"00:01:34:530", 5.019, 0.422, 2.117, 38.
"00:01:34:540", 5.017, 0.428, 2.146, 38.
"00:01:34:550", 5.016, 0.450, 2.255, 38.
"00:01:34:560", 5.016, 0.439, 2.200, 38.
"00:01:34:570", 5.016, 0.439, 2.200, 38.
"00:01:34:580", 5.016, 0.430, 2.155, 38.
"00:01:34:590", 5.016, 0.421, 2.113, 38.
"00:01:34:600", 5.016, 0.442, 2.218, 38.
"00:01:34:610", 5.017, 0.420, 2.109, 38.
"00:01:34:620", 5.017, 0.426, 2.139, 38.
"00:01:34:630", 5.017, 0.414, 2.076, 38.
"00:01:34:640", 5.016, 0.429, 2.150, 38.
"00:01:34:650", 5.017, 0.426, 2.136, 38.
"00:01:34:660", 5.017, 0.416, 2.086, 38.
"00:01:34:670", 5.017, 0.423, 2.121, 38.
"00:01:34:680", 5.016, 0.430, 2.155, 38.
"00:01:34:690", 5.016, 0.427, 2.143, 38.
"00:01:34:700", 5.017, 0.425, 2.131, 38.
"00:01:34:710", 5.017, 0.429, 2.151, 38.
"00:01:34:720", 5.016, 0.433, 2.170, 38.
"00:01:34:730", 5.017, 0.410, 2.059, 38.
"00:01:34:740", 5.016, 0.411, 2.063, 38.
"00:01:34:750", 5.017, 0.425, 2.134, 38.
"00:01:34:760", 5.016, 0.415, 2.083, 38.
"00:01:34:770", 5.017, 0.414, 2.076, 38.
"00:01:34:780", 5.017, 0.412, 2.066, 38.
"00:01:34:790", 5.019, 0.425, 2.134, 38.
"00:01:34:800", 5.017, 0.409, 2.054, 38.
"00:01:34:810", 5.017, 0.428, 2.148, 38.
"00:01:34:820", 5.015, 0.436, 2.187, 38.
"00:01:34:830", 5.017, 0.444, 2.226, 38.
"00:01:34:840", 5.017, 0.437, 2.191, 38.
"00:01:34:850", 5.019, 0.427, 2.142, 38.
"00:01:34:860", 5.015, 0.432, 2.165, 38.
"00:01:34:870", 5.015, 0.432, 2.165, 38.
"00:01:34:880", 5.016, 0.437, 2.193, 38.
"00:01:34:890", 5.016, 0.459, 2.302, 38.
"00:01:34:900", 5.014, 0.438, 2.194, 38.
"00:01:34:910", 5.014, 0.438, 2.194, 38.
"00:01:34:920", 5.017, 0.430, 2.156, 38.
"00:01:34:930", 5.017, 0.443, 2.221, 38.
"00:01:34:940", 5.017, 0.443, 2.221, 38.
"00:01:34:950", 5.016, 0.424, 2.126, 38.
"00:01:34:960", 5.016, 0.424, 2.126, 38.
"00:01:34:970", 5.017, 0.417, 2.091, 38.
"00:01:34:980", 5.017, 0.426, 2.136, 38.
"00:01:34:990", 5.016, 0.427, 2.143, 38.
"00:01:35:000", 5.017, 0.432, 2.166, 38.
"00:01:35:010", 5.019, 0.412, 2.069, 38.
"00:01:35:020", 5.019, 0.417, 2.092, 38.
"00:01:35:030", 5.015, 0.422, 2.118, 38.
"00:01:35:040", 5.019, 0.414, 2.077, 38.
"00:01:35:050", 5.017, 0.418, 2.099, 38.
"00:01:35:060", 5.015, 0.444, 2.225, 38.
"00:01:35:070", 5.017, 0.432, 2.168, 38.
"00:01:35:080", 5.017, 0.427, 2.143, 38.
"00:01:35:090", 5.016, 0.419, 2.101, 37.
"00:01:35:100", 5.015, 0.443, 2.222, 37.
"00:01:35:110", 5.016, 0.419, 2.101, 37.
"00:01:35:120", 5.017, 0.417, 2.094, 37.
"00:01:35:130", 5.017, 0.419, 2.101, 37.
"00:01:35:140", 5.016, 0.419, 2.101, 37.
"00:01:35:150", 5.015, 0.427, 2.140, 37.
"00:01:35:160", 5.017, 0.412, 2.066, 37.
"00:01:35:170", 5.016, 0.420, 2.108, 37.
"00:01:35:180", 5.017, 0.415, 2.084, 37.
"00:01:35:190", 5.017, 0.415, 2.084, 37.
"00:01:35:200", 5.016, 0.417, 2.091, 37.
"00:01:35:210", 5.014, 0.445, 2.232, 37.
"00:01:35:220", 5.016, 0.436, 2.185, 37.
"00:01:35:230", 5.015, 0.425, 2.130, 38.
"00:01:35:240", 5.016, 0.433, 2.170, 38.
"00:01:35:250", 5.016, 0.443, 2.220, 38.
"00:01:35:260", 5.016, 0.420, 2.106, 38.
"00:01:35:270", 5.016, 0.420, 2.106, 38.
"00:01:35:280", 5.017, 0.412, 2.066, 38.
"00:01:35:290", 5.017, 0.422, 2.119, 38.
"00:01:35:300", 5.015, 0.435, 2.182, 38.
"00:01:35:310", 5.015, 0.436, 2.187, 38.
"00:01:35:320", 5.017, 0.440, 2.206, 38.
"00:01:35:330", 5.017, 0.439, 2.203, 38.
"00:01:35:340", 5.017, 0.432, 2.166, 38.
"00:01:35:350", 5.017, 0.431, 2.161, 38.
"00:01:35:360", 5.017, 0.427, 2.143, 38.
"00:01:35:370", 5.016, 0.439, 2.203, 38.
"00:01:35:380", 5.017, 0.435, 2.181, 38.
"00:01:35:390", 5.016, 0.425, 2.130, 38.
"00:01:35:400", 5.016, 0.429, 2.153, 38.
"00:01:35:410", 5.016, 0.432, 2.168, 38.
"00:01:35:420", 5.016, 0.424, 2.128, 38.
"00:01:35:430", 5.016, 0.427, 2.140, 38.
"00:01:35:440", 5.020, 0.452, 2.269, 38.
"00:01:35:450", 5.015, 0.434, 2.177, 38.
"00:01:35:460", 5.016, 0.432, 2.165, 38.
"00:01:35:470", 5.016, 0.441, 2.210, 38.
"00:01:35:480", 5.019, 0.431, 2.164, 38.
"00:01:35:490", 5.016, 0.433, 2.173, 38.
"00:01:35:500", 5.016, 0.433, 2.173, 38.
"00:01:35:510", 5.016, 0.436, 2.188, 38.
"00:01:35:520", 5.016, 0.433, 2.170, 38.
"00:01:35:530", 5.016, 0.428, 2.148, 38.
"00:01:35:540", 5.015, 0.425, 2.132, 38.
"00:01:35:550", 5.015, 0.441, 2.212, 38.
"00:01:35:560", 5.019, 0.439, 2.201, 38.
"00:01:35:570", 5.016, 0.436, 2.188, 38.
"00:01:35:580", 5.016, 0.427, 2.143, 38.
"00:01:35:590", 5.017, 0.434, 2.178, 38.
"00:01:35:600", 5.016, 0.441, 2.210, 38.
"00:01:35:610", 5.019, 0.439, 2.201, 38.
"00:01:35:620", 5.016, 0.451, 2.260, 38.
"00:01:35:630", 5.019, 0.433, 2.174, 38.
"00:01:35:640", 5.016, 0.435, 2.180, 38.
"00:01:35:650", 5.016, 0.425, 2.130, 38.
"00:01:35:660", 5.017, 0.432, 2.166, 38.
"00:01:35:670", 5.015, 0.437, 2.190, 38.
"00:01:35:680", 5.019, 0.428, 2.149, 38.
"00:01:35:690", 5.019, 0.427, 2.142, 38.
"00:01:35:700", 5.017, 0.426, 2.139, 38.
"00:01:35:710", 5.016, 0.428, 2.145, 38.
"00:01:35:720", 5.016, 0.430, 2.158, 38.
"00:01:35:730", 5.016, 0.432, 2.168, 38.
"00:01:35:740", 5.016, 0.431, 2.160, 38.
"00:01:35:750", 5.016, 0.432, 2.168, 38.
"00:01:35:760", 5.016, 0.435, 2.183, 38.
"00:01:35:770", 5.015, 0.432, 2.165, 38.
"00:01:35:780", 5.019, 0.430, 2.156, 38.
"00:01:35:790", 5.016, 0.428, 2.148, 38.
"00:01:35:800", 5.015, 0.438, 2.197, 38.
"00:01:35:810", 5.015, 0.438, 2.197, 38.
"00:01:35:820", 5.016, 0.434, 2.175, 38.
"00:01:35:830", 5.016, 0.430, 2.158, 38.
"00:01:35:840", 5.019, 0.434, 2.179, 38.
"00:01:35:850", 5.019, 0.436, 2.186, 38.
"00:01:35:860", 5.016, 0.426, 2.135, 38.
"00:01:35:870", 5.017, 0.437, 2.191, 38.
"00:01:35:880", 5.015, 0.436, 2.185, 38.
"00:01:35:890", 5.016, 0.437, 2.193, 38.
"00:01:35:900", 5.015, 0.427, 2.142, 38.
"00:01:35:910", 5.016, 0.432, 2.168, 38.
"00:01:35:920", 5.015, 0.441, 2.210, 38.
"00:01:35:930", 5.015, 0.432, 2.167, 38.
"00:01:35:940", 5.017, 0.426, 2.139, 38.
"00:01:35:950", 5.016, 0.441, 2.210, 38.
"00:01:35:960", 5.016, 0.432, 2.165, 38.
"00:01:35:970", 5.017, 0.430, 2.156, 38.
"00:01:35:980", 5.016, 0.426, 2.138, 38.
"00:01:35:990", 5.017, 0.435, 2.183, 38.
"00:01:36:000", 5.017, 0.444, 2.228, 38.
"00:01:36:010", 5.017, 0.433, 2.171, 38.
"00:01:36:020", 5.016, 0.435, 2.183, 38.
"00:01:36:030", 5.015, 0.435, 2.180, 38.
"00:01:36:040", 5.017, 0.422, 2.119, 38.
"00:01:36:050", 5.016, 0.436, 2.188, 38.
"00:01:36:060", 5.017, 0.431, 2.163, 38.
"00:01:36:070", 5.017, 0.439, 2.201, 38.
"00:01:36:080", 5.015, 0.434, 2.177, 38.
"00:01:36:090", 5.016, 0.431, 2.160, 38.
"00:01:36:100", 5.016, 0.437, 2.193, 38.
"00:01:36:110", 5.016, 0.442, 2.215, 38.
"00:01:36:120", 5.016, 0.442, 2.215, 38.
"00:01:36:130", 5.015, 0.443, 2.222, 38.
"00:01:36:140", 5.015, 0.448, 2.247, 38.
"00:01:36:150", 5.014, 0.450, 2.254, 38.
"00:01:36:160", 5.016, 0.445, 2.233, 38.
"00:01:36:170", 5.017, 0.443, 2.221, 38.
"00:01:36:180", 5.017, 0.454, 2.276, 38.
"00:01:36:190", 5.016, 0.442, 2.218, 38.
"00:01:36:200", 5.015, 0.444, 2.225, 38.
"00:01:36:210", 5.016, 0.435, 2.180, 38.
"00:01:36:220", 5.021, 0.324, 1.629, 38.
"00:01:36:230", 5.019, 0.400, 2.009, 38.
"00:01:36:240", 5.020, 0.320, 1.606, 38.
"00:01:36:250", 5.020, 0.323, 1.624, 38.
"00:01:36:260", 5.020, 0.332, 1.666, 38.
"00:01:36:270", 5.020, 0.323, 1.621, 38.
"00:01:36:280", 5.021, 0.322, 1.619, 38.
"00:01:36:290", 5.024, 0.322, 1.620, 38.
"00:01:36:300", 5.021, 0.324, 1.629, 38.
"00:01:36:310", 5.021, 0.327, 1.644, 38.
"00:01:36:320", 5.021, 0.324, 1.629, 38.
"00:01:36:330", 5.019, 0.329, 1.653, 38.
"00:01:36:340", 5.021, 0.320, 1.609, 38.
"00:01:36:350", 5.024, 0.311, 1.565, 38.
"00:01:36:360", 5.021, 0.322, 1.619, 38.
"00:01:36:370", 5.021, 0.317, 1.591, 38.
"00:01:36:380", 5.024, 0.326, 1.637, 38.
"00:01:36:390", 5.025, 0.328, 1.648, 38.
"00:01:36:400", 5.024, 0.314, 1.580, 38.
"00:01:36:410", 5.020, 0.322, 1.619, 38.
"00:01:36:420", 5.022, 0.321, 1.614, 38.
"00:01:36:430", 5.022, 0.321, 1.614, 38.
"00:01:36:440", 5.022, 0.348, 1.747, 38.
"00:01:36:450", 5.022, 0.317, 1.594, 38.
"00:01:36:460", 5.019, 0.303, 1.521, 38.
"00:01:36:470", 5.020, 0.310, 1.556, 38.
"00:01:36:480", 5.020, 0.301, 1.511, 38.
"00:01:36:490", 5.021, 0.320, 1.606, 38.
"00:01:36:500", 5.022, 0.308, 1.547, 38.
"00:01:36:510", 5.021, 0.315, 1.582, 38.
"00:01:36:520", 5.022, 0.313, 1.572, 38.
"00:01:36:530", 5.020, 0.310, 1.554, 38.
"00:01:36:540", 5.020, 0.324, 1.626, 38.
"00:01:36:550", 5.020, 0.310, 1.554, 38.
"00:01:36:560", 5.021, 0.318, 1.596, 38.
"00:01:36:570", 5.022, 0.315, 1.584, 38.
"00:01:36:580", 5.020, 0.313, 1.571, 38.
"00:01:36:590", 5.024, 0.315, 1.585, 38.
"00:01:36:600", 5.020, 0.309, 1.551, 38.
"00:01:36:610", 5.021, 0.314, 1.577, 38.
"00:01:36:620", 5.021, 0.311, 1.564, 38.
"00:01:36:630", 5.025, 0.325, 1.633, 38.
"00:01:36:640", 5.022, 0.325, 1.632, 38.
"00:01:36:650", 5.024, 0.326, 1.640, 38.
"00:01:36:660", 5.020, 0.318, 1.596, 38.
"00:01:36:670", 5.019, 0.311, 1.563, 38.
"00:01:36:680", 5.024, 0.331, 1.665, 38.
"00:01:36:690", 5.022, 0.330, 1.657, 38.
"00:01:36:700", 5.022, 0.330, 1.657, 38.
"00:01:36:710", 5.021, 0.319, 1.601, 38.
"00:01:36:720", 5.021, 0.311, 1.562, 38.
"00:01:36:730", 5.020, 0.324, 1.626, 38.
"00:01:36:740", 5.020, 0.324, 1.626, 38.
"00:01:36:750", 5.019, 0.341, 1.710, 38.
"00:01:36:760", 5.021, 0.317, 1.594, 38.
"00:01:36:770", 5.017, 0.317, 1.590, 38.
"00:01:36:780", 5.020, 0.317, 1.594, 38.
"00:01:36:790", 5.021, 0.324, 1.629, 38.
"00:01:36:800", 5.017, 0.323, 1.623, 38.
"00:01:36:810", 5.014, 0.516, 2.588, 38.
"00:01:36:820", 5.020, 0.345, 1.733, 38.
"00:01:36:830", 5.022, 0.318, 1.599, 38.
"00:01:36:840", 5.021, 0.324, 1.626, 38.
"00:01:36:850", 5.024, 0.333, 1.675, 38.
"00:01:36:860", 5.022, 0.312, 1.567, 38.
"00:01:36:870", 5.020, 0.317, 1.591, 38.
"00:01:36:880", 5.021, 0.319, 1.601, 38.
"00:01:36:890", 5.022, 0.320, 1.607, 38.
"00:01:36:900", 5.021, 0.318, 1.599, 38.
"00:01:36:910", 5.021, 0.314, 1.579, 38.
"00:01:36:920", 5.022, 0.329, 1.654, 38.
"00:01:36:930", 5.021, 0.328, 1.649, 38.
"00:01:36:940", 5.022, 0.315, 1.584, 38.
"00:01:36:950", 5.020, 0.319, 1.601, 38.
"00:01:36:960", 5.021, 0.320, 1.606, 38.
"00:01:36:970", 5.020, 0.314, 1.579, 38.
"00:01:36:980", 5.021, 0.314, 1.577, 38.
"00:01:36:990", 5.021, 0.312, 1.569, 38.
"00:01:37:000", 5.021, 0.312, 1.569, 38.
"00:01:37:010", 5.021, 0.316, 1.587, 38.
"00:01:37:020", 5.022, 0.315, 1.584, 38.
"00:01:37:030", 5.022, 0.314, 1.579, 38.
"00:01:37:040", 5.021, 0.341, 1.711, 38.
"00:01:37:050", 5.021, 0.341, 1.711, 38.
"00:01:37:060", 5.020, 0.311, 1.564, 38.
"00:01:37:070", 5.022, 0.326, 1.637, 38.
"00:01:37:080", 5.021, 0.323, 1.624, 38.
"00:01:37:090", 5.021, 0.320, 1.606, 38.
"00:01:37:100", 5.022, 0.319, 1.604, 38.
"00:01:37:110", 5.021, 0.315, 1.582, 38.
"00:01:37:120", 5.024, 0.324, 1.627, 38.
"00:01:37:130", 5.022, 0.326, 1.637, 38.
"00:01:37:140", 5.021, 0.308, 1.547, 38.
"00:01:37:150", 5.022, 0.331, 1.662, 38.
"00:01:37:160", 5.021, 0.309, 1.549, 38.
"00:01:37:170", 5.021, 0.315, 1.582, 38.
"00:01:37:180", 5.022, 0.311, 1.559, 38.
"00:01:37:190", 5.022, 0.323, 1.624, 38.
"00:01:37:200", 5.022, 0.318, 1.599, 38.
"00:01:37:210", 5.021, 0.318, 1.599, 38.
"00:01:37:220", 5.024, 0.316, 1.590, 38.
"00:01:37:230", 5.021, 0.321, 1.611, 38.
"00:01:37:240", 5.024, 0.325, 1.632, 38.
"00:01:37:250", 5.022, 0.333, 1.674, 38.
"00:01:37:260", 5.019, 0.337, 1.690, 38.
"00:01:37:270", 5.021, 0.320, 1.606, 38.
"00:01:37:280", 5.020, 0.316, 1.586, 38.
"00:01:37:290", 5.020, 0.318, 1.596, 38.
"00:01:37:300", 5.020, 0.314, 1.576, 38.
"00:01:37:310", 5.022, 0.313, 1.574, 38.
"00:01:37:320", 5.022, 0.317, 1.592, 38.
"00:01:37:330", 5.022, 0.319, 1.604, 38.
"00:01:37:340", 5.025, 0.313, 1.573, 38.
"00:01:37:350", 5.022, 0.323, 1.622, 38.
"00:01:37:360", 5.022, 0.323, 1.622, 38.
"00:01:37:370", 5.020, 0.340, 1.708, 38.
"00:01:37:380", 5.020, 0.315, 1.581, 38.
"00:01:37:390", 5.021, 0.320, 1.606, 38.
"00:01:37:400", 5.020, 0.317, 1.591, 38.
"00:01:37:410", 5.021, 0.319, 1.601, 38.
"00:01:37:420", 5.019, 0.314, 1.576, 38.
"00:01:37:430", 5.022, 0.317, 1.594, 38.
"00:01:37:440", 5.024, 0.315, 1.582, 38.
"00:01:37:450", 5.020, 0.311, 1.559, 38.
"00:01:37:460", 5.020, 0.339, 1.701, 38.
"00:01:37:470", 5.021, 0.313, 1.574, 38.
"00:01:37:480", 5.019, 0.323, 1.623, 38.
"00:01:37:490", 5.024, 0.320, 1.607, 38.
"00:01:37:500", 5.022, 0.321, 1.614, 38.
"00:01:37:510", 5.021, 0.331, 1.661, 38.
"00:01:37:520", 5.021, 0.325, 1.631, 38.
"00:01:37:530", 5.024, 0.325, 1.635, 38.
"00:01:37:540", 5.021, 0.309, 1.552, 38.
"00:01:37:550", 5.022, 0.317, 1.592, 38.
"00:01:37:560", 5.021, 0.342, 1.716, 38.
"00:01:37:570", 5.020, 0.324, 1.626, 38.
"00:01:37:580", 5.021, 0.307, 1.542, 38.
"00:01:37:590", 5.021, 0.315, 1.584, 38.
"00:01:37:600", 5.024, 0.317, 1.592, 38.
"00:01:37:610", 5.024, 0.319, 1.602, 38.
"00:01:37:620", 5.021, 0.309, 1.552, 38.
"00:01:37:630", 5.020, 0.317, 1.594, 38.
"00:01:37:640", 5.022, 0.318, 1.597, 38.
"00:01:37:650", 5.019, 0.316, 1.588, 38.
"00:01:37:660", 5.020, 0.352, 1.768, 38.
"00:01:37:670", 5.020, 0.352, 1.768, 38.
"00:01:37:680", 5.024, 0.322, 1.617, 38.
"00:01:37:690", 5.020, 0.312, 1.566, 38.
"00:01:37:700", 5.024, 0.318, 1.597, 38.
"00:01:37:710", 5.021, 0.307, 1.539, 38.
"00:01:37:720", 5.021, 0.319, 1.601, 38.
"00:01:37:730", 5.021, 0.305, 1.532, 38.
"00:01:37:740", 5.021, 0.316, 1.587, 38.
"00:01:37:750", 5.024, 0.312, 1.570, 38.
"00:01:37:760", 5.020, 0.323, 1.621, 38.
"00:01:37:770", 5.019, 0.333, 1.670, 38.
"00:01:37:780", 5.022, 0.317, 1.594, 38.
"00:01:37:790", 5.022, 0.318, 1.599, 38.
"00:01:37:800", 5.020, 0.325, 1.633, 38.
"00:01:37:810", 5.021, 0.312, 1.569, 38.
"00:01:37:820", 5.020, 0.317, 1.591, 38.
"00:01:37:830", 5.020, 0.319, 1.601, 38.
"00:01:37:840", 5.022, 0.323, 1.624, 38.
"00:01:37:850", 5.022, 0.309, 1.552, 38.
"00:01:37:860", 5.024, 0.313, 1.575, 38.
"00:01:37:870", 5.021, 0.329, 1.651, 38.
"00:01:37:880", 5.017, 0.317, 1.593, 38.
"00:01:37:890", 5.022, 0.323, 1.624, 38.
"00:01:37:900", 5.022, 0.323, 1.622, 38.
"00:01:37:910", 5.021, 0.320, 1.609, 38.
"00:01:37:920", 5.022, 0.311, 1.564, 38.
"00:01:37:930", 5.021, 0.320, 1.609, 38.
"00:01:37:940", 5.021, 0.325, 1.634, 38.
"00:01:37:950", 5.021, 0.324, 1.629, 38.
"00:01:37:960", 5.020, 0.312, 1.569, 38.
"00:01:37:970", 5.021, 0.308, 1.544, 38.
"00:01:37:980", 5.021, 0.308, 1.544, 38.
"00:01:37:990", 5.024, 0.319, 1.605, 38.
"00:01:38:000", 5.022, 0.310, 1.557, 38.
"00:01:38:010", 5.021, 0.311, 1.564, 38.
"00:01:38:020", 5.024, 0.320, 1.610, 38.
"00:01:38:030", 5.020, 0.311, 1.561, 38.
"00:01:38:040", 5.021, 0.319, 1.604, 38.
"00:01:38:050", 5.021, 0.309, 1.552, 38.
"00:01:38:060", 5.024, 0.327, 1.642, 38.
"00:01:38:070", 5.019, 0.315, 1.581, 38.
"00:01:38:080", 5.022, 0.322, 1.619, 38.
"00:01:38:090", 5.024, 0.328, 1.647, 38.
"00:01:38:100", 5.024, 0.320, 1.607, 38.
